input,target
action: stop landmark: mall management office,Stop. You are at the mall management office.
action: stop landmark: mall management office,Stop now. The mall management office is directly in front of you.
action: stop landmark: mall management office,Stop. You have arrived at the mall management office.
action: stop landmark: mall management office,Destination reached. Stop for the mall management office.
action: stop landmark: mall management office,Stop. The mall management office is here.
action: stop landmark: mall management office,You have reached your destination. Stop at the mall management office.
action: stop landmark: mall management office,Please stop. You are now at the mall management office.
action: stop landmark: mall management office,Stop here for the mall management office.
action: stop landmark: mall management office,End of route. Stop at the mall management office.
action: turn direction: left distance: 2 steps landmark: information desk,"In 2 steps, turn left towards the information desk."
action: turn direction: left distance: 3 steps landmark: ATM,"In 3 steps, turn left towards ATM."
action: turn direction: left distance: 4 steps landmark: security desk,"In 4 steps, turn left towards the security desk."
action: turn direction: left distance: 5 steps landmark: Zara,"In 5 steps, turn left towards Zara."
action: turn direction: left distance: 6 steps landmark: exit,"In 6 steps, turn left towards the exit."
action: turn direction: left distance: 7 steps landmark: coffee shop,"In 7 steps, turn left towards the coffee shop."
action: turn direction: left distance: 8 steps landmark: washroom,"In 8 steps, turn left towards the washroom."
action: turn direction: left distance: 9 steps landmark: pharmacy,"In 9 steps, turn left towards the pharmacy."
action: turn direction: left distance: 10 steps landmark: H&M,"In 10 steps, turn left towards H&M."
action: turn direction: left distance: 11 steps landmark: jewelry store,"In 11 steps, turn left towards the jewelry store."
action: turn direction: left distance: 12 steps landmark: escalator,"In 12 steps, turn left towards the escalator."
action: turn direction: left distance: 13 steps landmark: luggage storage,"In 13 steps, turn left towards the luggage storage."
action: turn direction: left distance: 14 steps landmark: bookstore,"In 14 steps, turn left towards the bookstore."
action: turn direction: left distance: 15 steps landmark: elevator,"In 15 steps, turn left towards the elevator."
action: turn direction: left distance: 16 steps landmark: prayer room,"In 16 steps, turn left towards the prayer room."
action: turn direction: left distance: 17 steps landmark: bank,"In 17 steps, turn left towards the bank."
action: turn direction: left distance: 18 steps landmark: Sephora,"In 18 steps, turn left towards Sephora."
action: turn direction: left distance: 19 steps landmark: baby care room,"In 19 steps, turn left towards the baby care room."
action: turn direction: left distance: 20 steps landmark: stairs,"In 20 steps, turn left towards the stairs."
action: turn direction: left distance: 21 steps landmark: optical shop,"In 21 steps, turn left towards the optical shop."
action: turn direction: left distance: 22 steps landmark: Apple Store,"In 22 steps, turn left towards Apple Store."
action: turn direction: left distance: 23 steps landmark: salon,"In 23 steps, turn left towards the salon."
action: turn direction: left distance: 24 steps landmark: pet store,"In 24 steps, turn left towards the pet store."
action: turn direction: left distance: 25 steps landmark: Nike,"In 25 steps, turn left towards Nike."
action: turn direction: left distance: 26 steps landmark: spa,"In 26 steps, turn left towards the spa."
action: turn direction: left distance: 27 steps landmark: florist,"In 27 steps, turn left towards the florist."
action: turn direction: left distance: 28 steps landmark: Uniqlo,"In 28 steps, turn left towards Uniqlo."
action: turn direction: left distance: 29 steps landmark: watch shop,"In 29 steps, turn left towards the watch shop."
action: turn direction: left distance: 30 steps landmark: food court,"In 30 steps, turn left towards the food court."
action: turn direction: left distance: 31 steps landmark: clinic,"In 31 steps, turn left towards the clinic."
action: turn direction: left distance: 32 steps landmark: electronics store,"In 32 steps, turn left towards the electronics store."
action: turn direction: left distance: 33 steps landmark: shoe store,"In 33 steps, turn left towards the shoe store."
action: turn direction: left distance: 34 steps landmark: ice cream parlor,"In 34 steps, turn left towards the ice cream parlor."
action: turn direction: left distance: 35 steps landmark: Adidas,"In 35 steps, turn left towards Adidas."
action: turn direction: left distance: 36 steps landmark: sports store,"In 36 steps, turn left towards the sports store."
action: turn direction: left distance: 37 steps landmark: bakery,"In 37 steps, turn left towards the bakery."
action: turn direction: left distance: 38 steps landmark: gym,"In 38 steps, turn left towards the gym."
action: turn direction: left distance: 39 steps landmark: candy store,"In 39 steps, turn left towards the candy store."
action: turn direction: left distance: 40 steps landmark: toy store,"In 40 steps, turn left towards the toy store."
action: turn direction: left distance: 41 steps landmark: lounge,"In 41 steps, turn left towards the lounge."
action: turn direction: left distance: 42 steps landmark: furniture store,"In 42 steps, turn left towards the furniture store."
action: turn direction: left distance: 43 steps landmark: concierge,"In 43 steps, turn left towards the concierge."
action: turn direction: left distance: 44 steps landmark: library,"In 44 steps, turn left towards the library."
action: turn direction: left distance: 45 steps landmark: game zone,"In 45 steps, turn left towards the game zone."
action: turn direction: left distance: 46 steps landmark: food hall,"In 46 steps, turn left towards the food hall."
action: turn direction: left distance: 48 steps landmark: department store,"In 48 steps, turn left towards the department store."
action: turn direction: left distance: 50 steps landmark: cinema,"In 50 steps, turn left towards the cinema."
action: turn direction: left distance: 55 steps landmark: parking,"In 55 steps, turn left towards the parking."
action: turn direction: left distance: 60 steps landmark: supermarket,"In 60 steps, turn left towards the supermarket."
action: turn direction: left distance: 70 steps landmark: taxi stand,"In 70 steps, turn left towards the taxi stand."
action: turn direction: left distance: 12 steps,"In 12 steps, turn left."
action: turn direction: right distance: 8 steps,"In 8 steps, turn right."
action: continue distance: 15 steps,Continue straight for 15 steps.
action: turn direction: left distance: 5 steps,"In 5 steps, turn left."
action: turn direction: right distance: 20 steps,"In 20 steps, turn right."
action: turn direction: left distance: 10 steps,"In 10 steps, turn left."
action: stop landmark: Cinema,Stop here. You have reached the Cinema.
action: turn direction: right distance: 6 steps,"In 6 steps, turn right."
action: turn direction: left distance: 18 steps,"In 18 steps, turn left."
action: turn direction: right distance: 4 steps,"In 4 steps, turn right."
action: continue distance: 25 steps,Continue straight for 25 steps.
action: stop landmark: washroom,Stop here. You have reached the washroom.
action: board direction: up landmark: escalator,Step onto the escalator going up.
action: exit direction: straight distance: 10 steps landmark: escalator,Step off the escalator and walk straight for 10 steps.
action: turn direction: left distance: 14 steps,"In 14 steps, turn left."
action: turn direction: right distance: 7 steps,"In 7 steps, turn right."
action: turn direction: left distance: 22 steps,"In 22 steps, turn left."
action: stop landmark: Nike,Stop here. You have reached Nike.
action: turn direction: right distance: 11 steps,"In 11 steps, turn right."
action: turn direction: left distance: 9 steps,"In 9 steps, turn left."
action: board direction: up landmark: elevator,Enter the elevator and go up.
