input,target
action: turn direction: left distance: 13 steps landmark: Nike,"Turn left after exiting the stairs and walk 13 steps to the Nike store."
action: exit direction: left distance: 15 steps landmark: stairs,"Exit the stairs and take a sharp left for 15 steps."
action: turn direction: left distance: 20 steps landmark: stairs,"Turn left after the stairs and walk 20 steps."
action: exit direction: left distance: 12 steps landmark: Lego store,"Exit the stairs and turn left for 12 steps to reach the Lego store."
action: exit direction: left distance: 2 steps landmark: stairs,"Exit the stairs and immediately turn left for 2 steps."
action: turn direction: left distance: 18 steps landmark: stairs,"Take a sharp left turn off the stairs and walk 18 steps."
action: exit direction: left distance: 26 steps landmark: bank,"Exit the stairs and turn left for 26 steps to reach the bank."
action: turn direction: left distance: 5 steps landmark: stairs,"Turn left coming off the stairs and walk 5 steps."
action: exit direction: left distance: 23 steps landmark: stairs,"Exit the stairs and walk left for 23 steps."
action: exit direction: left distance: 10 steps landmark: ATM,"Exit the stairs and turn left for 10 steps to reach the ATM."
action: turn direction: left distance: 3 steps landmark: stairs,"After exiting the stairs, turn left for 3 steps."
action: exit direction: left distance: 29 steps landmark: bookstore,"Exit the stairs and turn left for 29 steps to the bookstore."
action: turn direction: left distance: 6 steps landmark: stairs,"Turn left after exiting the stairs and walk for 6 steps."
action: exit direction: left distance: 50 steps landmark: parking,"Exit the stairs and turn left for 50 steps to the parking entrance."
action: continue distance: 10 steps,"Walk straight for 10 steps."
action: continue distance: 20 steps,"Continue forward for 20 steps."
action: continue distance: 35 steps,"Continue straight for 35 steps."
action: continue distance: 50 steps,"Walk forward for 50 steps."
action: continue distance: 80 steps,"Continue straight for 80 steps."
action: turn direction: left distance: 5 steps,"Turn left and walk for 5 steps."
action: turn direction: right distance: 5 steps,"Turn right and walk for 5 steps."
action: turn direction: left distance: 12 steps,"Turn left and walk for 12 steps."
action: turn direction: right distance: 12 steps,"Turn right and walk for 12 steps."
action: stop landmark: emergency exit stairs,"Stop here. You have reached the emergency exit stairs."
action: continue distance: 15 steps landmark: emergency exit stairs,"Walk 15 steps forward to the emergency exit stairs."
action: turn direction: left distance: 8 steps landmark: emergency exit stairs,"Turn left and walk 8 steps to reach the emergency exit stairs."
action: turn direction: right distance: 8 steps landmark: emergency exit stairs,"Turn right and walk 8 steps to reach the emergency exit stairs."
action: board direction: up landmark: emergency exit stairs,"Start walking up the emergency exit stairs."
action: board direction: down landmark: emergency exit stairs,"Start walking down the emergency exit stairs."
action: continue distance: 100 steps,"Walk straight for 100 steps."
action: turn direction: left distance: 2 steps,"Take a left turn and walk for 2 steps."
action: turn direction: right distance: 2 steps,"Take a right turn and walk for 2 steps."
action: continue distance: 45 steps,"Continue forward for 45 steps."
action: stop landmark: emergency exit stairs,"You have arrived at the emergency exit stairs. Stop here."
action: turn direction: left distance: 15 steps landmark: emergency exit stairs,"Turn left and walk 15 steps to the emergency exit stairs."
action: turn direction: right distance: 15 steps landmark: emergency exit stairs,"Turn right and walk 15 steps to the emergency exit stairs."
action: continue distance: 60 steps,"Walk forward for 60 steps."
action: continue distance: 22 steps,"Continue straight for 22 steps."
action: continue distance: 7 steps landmark: emergency exit stairs,"Walk 7 steps straight to the emergency exit stairs."
action: board direction: up landmark: emergency exit stairs,"Use the emergency exit stairs to go up."
action: board direction: down landmark: emergency exit stairs,"Use the emergency exit stairs to go down."
action: exit direction: straight distance: 10 steps landmark: emergency exit stairs,"Exit the emergency exit stairs and walk straight for 10 steps."
action: continue distance: 3 steps landmark: emergency exit stairs,"Walk 3 more steps to reach the emergency exit stairs."
action: turn direction: left distance: 20 steps,"Turn left and continue for 20 steps."
action: turn direction: right distance: 20 steps,"Turn right and continue for 20 steps."
action: continue distance: 75 steps,"Continue forward for 75 steps."
action: stop landmark: emergency exit stairs,"Stop. The emergency exit stairs are on your left."
action: stop landmark: emergency exit stairs,"Stop. The emergency exit stairs are on your right."
action: stop landmark: emergency exit stairs,"Stop. You are at the entrance to the emergency exit stairs."
action: turn direction: left distance: 4 steps landmark: emergency exit stairs,"Turn left and walk 4 steps into the emergency exit stairs."
action: turn direction: right distance: 4 steps landmark: emergency exit stairs,"Turn right and walk 4 steps into the emergency exit stairs."
action: continue distance: 18 steps,"Walk straight for 18 steps."
action: continue distance: 33 steps,"Continue forward for 33 steps."
action: continue distance: 55 steps,"Walk straight for 55 steps."
action: turn direction: left distance: 30 steps,"Turn left and walk for 30 steps."
action: turn direction: right distance: 30 steps,"Turn right and walk for 30 steps."
action: continue distance: 9 steps landmark: emergency exit stairs,"Walk forward 9 steps to the emergency exit stairs."
action: board direction: up landmark: emergency exit stairs,"Begin climbing up the emergency exit stairs."
action: board direction: down landmark: emergency exit stairs,"Begin walking down the emergency exit stairs."
action: turn direction: left distance: 6 steps landmark: emergency exit stairs,"Turn left and walk 6 steps to the emergency exit stairs."
action: turn direction: right distance: 6 steps landmark: emergency exit stairs,"Turn right and walk 6 steps to the emergency exit stairs."
action: continue distance: 42 steps,"Continue straight for 42 steps."
action: stop landmark: emergency exit stairs,"Destination reached. Stop at the emergency exit stairs."
action: continue distance: 1 step landmark: emergency exit stairs,"Take one step forward to the emergency exit stairs."
